Gender,What is your current level of study?,Which type of clothing do you prefer the most?,What do you usually  prefer  to wear for college use?,Does your college have a uniform policy?,How often you buy clothes ?,Which shopping method do you prefer?,what do you prefer in this for shopping ?,What price range do you prefer per clothing item?,What is your average spending ? (per year),Are discounts and offers important while purchasing clothes?,How confident are you while selecting clothes without assistance?,What is the main reason for regret ?,"Do you take opinions  before purchasing, if yes whose opinion?",What makes you trust a fashion brand or platform?,Which factor would make you buy a brand more frequently?,"Is there anything you would like to share about your fashion choices, shopping experience, or challenges you face while buying clothes?",average_spending,clean_feedback,cluster,feedback_sentiment
female,post-graduate,casual wear,jeans & t-shirts,no,2-3 weeks,online shopping,"more variety, convenience",₹500 – ₹1000,21743,yes,very confident,price not worth it,friends,reviews,better prices,,21743.0,,0,Neutral
male,mba,sports wear,formals,yes,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,15791,no,very confident,price not worth it,friends,quality assurance,better quality,,15791.0,,2,Neutral
female,post-graduate,casual wear,casual wear,yes,2-3 weeks,both,"better prices, try before buying",above ₹2000,19139,yes,very confident,different from images,friends,reviews,better prices,,19139.0,,0,Neutral
male,diploma,casual wear,jeans & t-shirts,yes,on festival,offline shopping,"better prices, try before buying",₹500 – ₹1000,13892,sometimes,very confident,no regret,friends,quality assurance,better quality,,13892.0,,2,Neutral
female,mba,ethnic wear,mixed,yes,1-2 months,both,"better prices, try before buying",below ₹500,18699,yes,very confident,poor fit,friends,reviews,better prices,,18699.0,,0,Neutral
male,b.tech / b.e,formal wear,jeans & t-shirts,yes,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,11870,sometimes,very confident,quality issues,friends,quality assurance,better quality,,11870.0,,2,Neutral
male,mba,formal wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,13952,no,very confident,poor fit,friends,quality assurance,better quality,,13952.0,,2,Neutral
male,b.tech / b.e,formal wear,casual wear,yes,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,13363,sometimes,very confident,poor fit,friends,quality assurance,better quality,,13363.0,,2,Neutral
male,mba,casual wear,mixed,yes,1-2 months,both,"better prices, try before buying",below ₹500,14667,no,very confident,different from images,friends,quality assurance,better quality,,14667.0,,2,Neutral
male,mba,formal wear,casual wear,yes,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,11266,sometimes,very confident,different from images,friends,quality assurance,better quality,,11266.0,,2,Neutral
male,b.tech / b.e,sports wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,15512,sometimes,very confident,no regret,friends,quality assurance,better quality,,15512.0,,2,Neutral
female,mbbs / medical,ethnic wear,casual wear,yes,on festival,online shopping,"more variety, convenience",₹1001 – ₹2000,14474,yes,very confident,different from images,friends,reviews,better prices,,14474.0,,2,Neutral
female,mbbs / medical,casual wear,casual wear,yes,on festival,both,"better prices, try before buying",₹500 – ₹1000,17938,yes,very confident,price not worth it,friends,reviews,better prices,,17938.0,,2,Neutral
female,diploma,casual wear,jeans & t-shirts,yes,on festival,online shopping,"more variety, convenience",₹500 – ₹1000,14110,yes,very confident,price not worth it,friends,reviews,better prices,,14110.0,,2,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",above ₹2000,29982,yes,very confident,quality issues,friends,reviews,better prices,,29982.0,,1,Neutral
female,b.tech / b.e,casual wear,formals,yes,1-2 months,both,"better prices, try before buying",above ₹2000,15048,yes,very confident,different from images,friends,reviews,better prices,,15048.0,,2,Neutral
female,mba,casual wear,formals,yes,1-2 months,online shopping,"more variety, convenience",below ₹500,17092,yes,very confident,quality issues,friends,reviews,better prices,,17092.0,,2,Neutral
male,m.tech / m.e,casual wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,20137,sometimes,very confident,poor fit,friends,quality assurance,better quality,,20137.0,,0,Neutral
female,mba,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,18335,yes,very confident,quality issues,friends,reviews,better prices,,18335.0,,2,Neutral
male,mbbs / medical,casual wear,casual wear,yes,on festival,both,"better prices, try before buying",₹500 – ₹1000,12928,sometimes,very confident,quality issues,friends,quality assurance,better quality,,12928.0,,2,Neutral
female,mbbs / medical,casual wear,jeans & t-shirts,yes,on festival,online shopping,"more variety, convenience",below ₹500,18347,yes,very confident,no regret,friends,reviews,better prices,,18347.0,,2,Neutral
female,post-graduate,casual wear,mixed,no,2-3 weeks,both,"better prices, try before buying",above ₹2000,23418,yes,very confident,quality issues,friends,reviews,better prices,,23418.0,,0,Neutral
female,b.tech / b.e,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,18514,yes,very confident,different from images,friends,reviews,better prices,,18514.0,,0,Neutral
female,b.tech / b.e,casual wear,mixed,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,14183,yes,very confident,different from images,friends,reviews,better prices,,14183.0,,2,Neutral
female,mba,casual wear,casual wear,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,23399,yes,very confident,different from images,friends,reviews,better prices,,23399.0,,0,Neutral
female,mbbs / medical,casual wear,mixed,yes,on festival,both,"better prices, try before buying",₹500 – ₹1000,16991,yes,very confident,price not worth it,friends,reviews,better prices,,16991.0,,2,Neutral
female,diploma,ethnic wear,mixed,yes,on festival,both,"better prices, try before buying",below ₹500,14270,yes,very confident,quality issues,friends,reviews,better prices,,14270.0,,2,Neutral
male,b.tech / b.e,casual wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",₹500 – ₹1000,19232,sometimes,very confident,no regret,friends,quality assurance,better quality,,19232.0,,0,Neutral
male,b.tech / b.e,formal wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,28214,no,very confident,quality issues,friends,quality assurance,better quality,,28214.0,,1,Neutral
male,b.tech / b.e,formal wear,jeans & t-shirts,no,1-2 months,offline shopping,"better prices, try before buying",below ₹500,28722,no,very confident,different from images,friends,quality assurance,better quality,,28722.0,,1,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,28876,yes,very confident,different from images,friends,reviews,better prices,,28876.0,,1,Neutral
male,diploma,formal wear,casual wear,yes,on festival,offline shopping,"better prices, try before buying",below ₹500,12513,no,very confident,different from images,friends,quality assurance,better quality,,12513.0,,2,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,yes,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,15563,yes,very confident,quality issues,friends,reviews,better prices,,15563.0,,2,Neutral
female,mbbs / medical,ethnic wear,casual wear,yes,on festival,both,"better prices, try before buying",above ₹2000,17874,yes,very confident,different from images,friends,reviews,better prices,,17874.0,,2,Neutral
female,m.tech / m.e,casual wear,mixed,yes,1-2 months,online shopping,"more variety, convenience",above ₹2000,14705,yes,very confident,quality issues,friends,reviews,better prices,,14705.0,,2,Neutral
male,diploma,formal wear,mixed,yes,on festival,both,"better prices, try before buying",₹1001 – ₹2000,16689,yes,very confident,no regret,friends,quality assurance,better quality,,16689.0,,2,Neutral
male,diploma,formal wear,casual wear,no,on festival,both,"better prices, try before buying",below ₹500,19697,yes,very confident,poor fit,friends,quality assurance,better quality,,19697.0,,0,Neutral
male,m.tech / m.e,casual wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,28995,yes,very confident,different from images,friends,quality assurance,better quality,,28995.0,,1,Neutral
male,b.tech / b.e,formal wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,13974,sometimes,very confident,quality issues,friends,quality assurance,better quality,,13974.0,,2,Neutral
female,mbbs / medical,casual wear,mixed,yes,on festival,online shopping,"more variety, convenience",below ₹500,18628,yes,very confident,no regret,friends,reviews,better prices,,18628.0,,0,Neutral
female,m.tech / m.e,casual wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",below ₹500,20026,yes,very confident,quality issues,friends,reviews,better prices,,20026.0,,0,Neutral
male,mbbs / medical,formal wear,mixed,no,2-3 weeks,both,"better prices, try before buying",₹1001 – ₹2000,27664,no,very confident,different from images,friends,quality assurance,better quality,,27664.0,,1,Neutral
female,mba,casual wear,formals,yes,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,15620,yes,very confident,quality issues,friends,reviews,better prices,,15620.0,,2,Neutral
male,mba,formal wear,casual wear,yes,1-2 months,both,"better prices, try before buying",above ₹2000,15007,no,very confident,price not worth it,friends,quality assurance,better quality,,15007.0,,2,Neutral
female,b.tech / b.e,ethnic wear,jeans & t-shirts,yes,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,18838,yes,very confident,quality issues,friends,reviews,better prices,,18838.0,,0,Neutral
female,mba,casual wear,formals,yes,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,14984,yes,very confident,no regret,friends,reviews,better prices,,14984.0,,2,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,online shopping,"more variety, convenience",above ₹2000,25310,yes,very confident,poor fit,friends,reviews,better prices,,25310.0,,1,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,25926,yes,very confident,poor fit,friends,reviews,better prices,,25926.0,,1,Neutral
male,b.tech / b.e,formal wear,jeans & t-shirts,no,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,20745,yes,very confident,price not worth it,friends,quality assurance,better quality,,20745.0,,0,Neutral
female,b.tech / b.e,casual wear,casual wear,yes,1-2 months,both,"better prices, try before buying",below ₹500,16890,yes,very confident,price not worth it,friends,reviews,better prices,,16890.0,,2,Neutral
male,mbbs / medical,sports wear,casual wear,yes,on festival,offline shopping,"better prices, try before buying",above ₹2000,12905,yes,very confident,price not worth it,friends,quality assurance,better quality,,12905.0,,2,Neutral
female,m.tech / m.e,ethnic wear,formals,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,16164,yes,very confident,no regret,friends,reviews,better prices,,16164.0,,2,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,28031,yes,very confident,price not worth it,friends,reviews,better prices,,28031.0,,1,Neutral
male,m.tech / m.e,formal wear,casual wear,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,24591,no,very confident,poor fit,friends,quality assurance,better quality,,24591.0,,0,Neutral
male,m.tech / m.e,formal wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,19787,yes,very confident,different from images,friends,quality assurance,better quality,,19787.0,,0,Neutral
female,m.tech / m.e,casual wear,mixed,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,30769,yes,very confident,price not worth it,friends,reviews,better prices,,30769.0,,1,Neutral
female,b.tech / b.e,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",above ₹2000,19176,yes,very confident,poor fit,friends,reviews,better prices,,19176.0,,0,Neutral
male,mba,sports wear,casual wear,yes,1-2 months,both,"better prices, try before buying",below ₹500,14054,yes,very confident,no regret,friends,quality assurance,better quality,,14054.0,,2,Neutral
female,m.tech / m.e,casual wear,formals,no,1-2 months,online shopping,"more variety, convenience",below ₹500,25199,yes,very confident,different from images,friends,reviews,better prices,,25199.0,,1,Neutral
female,b.tech / b.e,ethnic wear,jeans & t-shirts,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,24522,yes,very confident,different from images,friends,reviews,better prices,,24522.0,,0,Neutral
female,mba,ethnic wear,formals,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,18243,yes,very confident,quality issues,friends,reviews,better prices,,18243.0,,2,Neutral
male,b.tech / b.e,formal wear,jeans & t-shirts,yes,1-2 months,offline shopping,"better prices, try before buying",below ₹500,15029,yes,very confident,no regret,friends,quality assurance,better quality,,15029.0,,2,Neutral
male,m.tech / m.e,casual wear,mixed,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,19354,yes,very confident,different from images,friends,quality assurance,better quality,,19354.0,,0,Neutral
female,mba,casual wear,mixed,yes,1-2 months,both,"better prices, try before buying",above ₹2000,18028,yes,very confident,poor fit,friends,reviews,better prices,,18028.0,,2,Neutral
